3.800000000000000000e+01 7.410000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+01 6.300000000000000000e+02 1.100000000000000000e+01 0.000000000000000000e+00
5.200000000000000000e+01 2.730000000000000000e+03 7.000000000000000000e+00 1.000000000000000000e+00
3.300000000000000000e+01 5.520000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 4.090000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
4.600000000000000000e+01 1.882000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00
2.800000000000000000e+01 1.209000000000000000e+03 5.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 8.910000000000000000e+02 8.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+01 4.870000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+01 6.290000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000000e+01 1.492000000000000000e+03 3.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+01 5.040000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+01 6.580000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000000e+01 9.030000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
2.300000000000000000e+01 1.964000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+01 1.000000000000000000e+03 1.000000000000000000e+01 0.000000000000000000e+00
4.300000000000000000e+01 1.451000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
4.800000000000000000e+01 2.157000000000000000e+03 3.000000000000000000e+00 1.000000000000000000e+00
2.400000000000000000e+01 1.811000000000000000e+03 5.000000000000000000e+00 1.000000000000000000e+00
3.900000000000000000e+01 9.440000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000000e+01 1.280000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000000e+01 1.156000000000000000e+03 4.000000000000000000e+00 0.000000000000000000e+00
2.800000000000000000e+01 1.171000000000000000e+03 6.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+01 7.220000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
4.100000000000000000e+01 1.296000000000000000e+03 3.000000000000000000e+00 0.000000000000000000e+00
3.900000000000000000e+01 1.012000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 3.590000000000000000e+02 9.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+01 6.630000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 3.030000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 4.050000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 1.093000000000000000e+03 4.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 9.310000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 3.060000000000000000e+02 6.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 4.010000000000000000e+02 7.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 3.520000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+01 5.490000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+01 4.970000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000000e+01 1.634000000000000000e+03 7.000000000000000000e+00 1.000000000000000000e+00
3.400000000000000000e+01 3.860000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
4.500000000000000000e+01 1.861000000000000000e+03 4.000000000000000000e+00 1.000000000000000000e+00
3.200000000000000000e+01 6.050000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
3.100000000000000000e+01 7.770000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 4.000000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
3.700000000000000000e+01 6.550000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
3.600000000000000000e+01 5.690000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000000e+01 1.591000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00
4.200000000000000000e+01 1.439000000000000000e+03 5.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+01 7.940000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
3.200000000000000000e+01 6.360000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 4.000000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
4.400000000000000000e+01 1.713000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00
3.600000000000000000e+01 5.210000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 1.610000000000000000e+03 5.000000000000000000e+00 1.000000000000000000e+00
3.000000000000000000e+01 9.890000000000000000e+02 9.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 8.770000000000000000e+02 8.000000000000000000e+00 0.000000000000000000e+00
4.300000000000000000e+01 1.452000000000000000e+03 7.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 4.070000000000000000e+02 9.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 2.560000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00
3.900000000000000000e+01 9.560000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 4.240000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
3.100000000000000000e+01 7.350000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
4.100000000000000000e+01 1.272000000000000000e+03 5.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+01 5.400000000000000000e+02 8.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000000e+01 1.124000000000000000e+03 3.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+01 8.680000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 3.120000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
4.300000000000000000e+01 1.489000000000000000e+03 5.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 3.730000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+01 3.159000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000000e+01 1.089000000000000000e+03 4.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+01 2.177000000000000000e+03 3.000000000000000000e+00 1.000000000000000000e+00
4.500000000000000000e+01 1.838000000000000000e+03 6.000000000000000000e+00 1.000000000000000000e+00
4.700000000000000000e+01 2.121000000000000000e+03 8.000000000000000000e+00 1.000000000000000000e+00
3.200000000000000000e+01 7.270000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
2.600000000000000000e+01 1.464000000000000000e+03 4.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 1.697000000000000000e+03 2.000000000000000000e+00 1.000000000000000000e+00
4.100000000000000000e+01 1.172000000000000000e+03 3.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+01 5.020000000000000000e+02 6.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 8.980000000000000000e+02 5.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+01 5.430000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
4.900000000000000000e+01 2.388000000000000000e+03 3.000000000000000000e+00 1.000000000000000000e+00
3.700000000000000000e+01 6.460000000000000000e+02 6.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 1.045000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 1.076000000000000000e+03 3.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000000e+01 1.318000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000000e+01 1.361000000000000000e+03 2.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 1.010000000000000000e+03 9.000000000000000000e+00 0.000000000000000000e+00
3.300000000000000000e+01 5.150000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000000e+01 1.060000000000000000e+03 4.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 1.011000000000000000e+03 3.000000000000000000e+00 0.000000000000000000e+00
4.200000000000000000e+01 1.441000000000000000e+03 7.000000000000000000e+00 0.000000000000000000e+00
3.100000000000000000e+01 8.010000000000000000e+02 2.000000000000000000e+00 0.000000000000000000e+00
3.400000000000000000e+01 3.790000000000000000e+02 9.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 9.920000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+01 8.930000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 1.088000000000000000e+03 1.000000000000000000e+01 0.000000000000000000e+00
3.100000000000000000e+01 7.450000000000000000e+02 3.000000000000000000e+00 0.000000000000000000e+00
3.100000000000000000e+01 7.820000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+01 7.930000000000000000e+02 4.000000000000000000e+00 0.000000000000000000e+00
3.800000000000000000e+01 8.000000000000000000e+02 8.000000000000000000e+00 0.000000000000000000e+00
